N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,8186,0,0.24079169573082526,0.10417735999999846,0.4068,0.1071,0.0989626938775482,0.02852416326530668,0.3285846394501633,0.7055701262134629
150000,5000,9235,0,0.12214340655290579,0.09704919999999874,0.391,0.1524,0.09576065306122213,0.05608318367346875,0.3555109181811504,2.3728834218269386
150000,5000,6828,0,0.16076472853476576,0.10696319999999844,0.4182,0.1457,0.10440146938775217,0.05026775510204114,0.4332189351938025,1.995784070454742
150000,5000,10223,0,0.244553919556606,0.09923903999999814,0.3995,0.104,0.09902293877550765,0.021453551020407472,0.40402342360363547,-0.27791975562238375
150000,5000,9066,0,0.1182324526444758,0.10445591999999879,0.3955,0.19,0.1000413877550995,0.06469330612244864,0.48743914145295825,1.9227219655316838
150000,5000,7569,0,0.14935932164685595,0.10021239999999877,0.3901,0.1508,0.09759640816326269,0.050737959183674367,0.44202948422016075,1.8557722124954175
150000,5000,5944,0,0.1200943697037754,0.10595207999999877,0.3981,0.166,0.1002190204081606,0.06624522448979443,0.4676485159967763,2.8826878540035543
150000,5000,4500,0,0.07399527401186012,0.10149399999999832,0.4172,0.188,0.09964636734693616,0.07537102040816279,0.2559436545574398,2.9135509708408356
150000,5000,7158,0,0.15111235423860803,0.10265159999999812,0.3979,0.1563,0.0994800816326508,0.051920734693877424,0.43924153127802,1.7858714338269617
150000,5000,7098,0,0.2772668139695118,0.09868783999999825,0.389,0.1024,0.09657379591836465,0.015109959183673572,0.4104902331574006,-1.2396366828681915
150000,5000,4156,0,0.08905784472867273,0.10412423999999826,0.435,0.2364,0.10209461224489509,0.0720947755102035,0.18790278384560194,1.3406026632917079
150000,5000,5981,0,0.10118265260267412,0.0984679999999985,0.4131,0.1864,0.09559551020407865,0.06514938775510229,0.1338864546240866,2.070630635687806
150000,5000,7845,0,0.16445339821158544,0.10111599999999828,0.3968,0.1866,0.09844971428571221,0.04666065306122437,0.4079932179756447,0.43956628662158276
150000,5000,7252,0,0.07621983842497093,0.10027431999999876,0.4015,0.1896,0.09795020408163017,0.0741919999999997,0.33989981465682406,2.7561236433572676
150000,5000,12527,0,0.18501066025499135,0.09795511999999884,0.3766,0.1181,0.09588187755101847,0.03885510204081705,0.5144953568078134,1.7325091255452512
150000,5000,8391,0,0.09472146015518168,0.09812087999999855,0.3824,0.1846,0.09428644897958924,0.0679954285714286,0.38263422885980203,2.37932194489942
150000,5000,8872,0,0.17208992988476746,0.10602255999999818,0.4053,0.1207,0.09883273469387474,0.05094612244898056,0.33809927356717107,3.257783584109532
150000,5000,5872,0,0.07047790317690417,0.09685103999999886,0.4,0.1936,0.0959506122448954,0.07224563265306053,0.2728584091581623,2.4587357176816895
150000,5000,7418,0,0.17871104946267302,0.10940631999999753,0.4286,0.1281,0.10116710204081349,0.051294693877549834,0.2099072804912211,2.9033135690440814
150000,5000,5271,0,0.11843549119221952,0.10350247999999854,0.4318,0.1424,0.10294146938775255,0.06022236734693886,0.24864939077994627,3.27256205658872
150000,5000,10479,0,0.169561702817707,0.09655135999999917,0.3782,0.0937,0.09417828571428354,0.04293281632653128,0.4228807689198206,3.8464047642239656
150000,5000,8790,0,0.3403951682138675,0.10175007999999841,0.4051,0.0086,0.09664073469387488,0.0035011428571428624,0.25125347672291637,2.913096109774736
150000,5000,10106,0,0.16623489019396487,0.09688927999999865,0.3733,0.1045,0.09410097959183455,0.04443526530612243,0.47312812536633003,3.3076874853443146
150000,5000,5499,0,0.0930802274433602,0.0979469599999981,0.424,0.2239,0.09886481632652734,0.06366677551020355,0.1628075622063747,1.0023091000313797
150000,5000,6466,0,0.20818458694935216,0.10600759999999813,0.4119,0.161,0.10002693877550746,0.03892277551020398,0.32155637214585847,0.3033533091207663
150000,5000,5679,0,0.1607431807453601,0.0991463199999982,0.4051,0.1764,0.09687428571428322,0.046498040816326545,0.2607171810517791,0.6615080491934362
